timestamp,node,so2_ugm,h2s_ugm,temp_c,hum_pct,wind_kph,lat,lon
2026-05-14 11:00:02,2,39.0,22.0,19.93,83.65,0.0,-7.166644,107.401367
2026-05-14 11:00:06,2,39.0,22.0,19.93,83.65,0.0,-7.166644,107.401367
2026-05-14 11:00:10,2,36.0,22.0,19.93,83.65,0.0,-7.166644,107.401367
2026-05-14 11:00:14,2,36.0,22.0,19.93,83.65,0.0,-7.166644,107.401367
2026-05-14 11:00:18,2,36.0,22.0,19.93,83.65,0.0,-7.166644,107.401367
2026-05-14 11:00:22,2,34.0,22.0,19.96,84.15,6.06,-7.166644,107.401367
2026-05-14 11:00:26,2,34.0,22.0,19.96,84.15,6.06,-7.166644,107.401367
2026-05-14 11:00:30,2,31.0,22.0,19.96,84.15,6.06,-7.166644,107.401367
2026-05-14 11:00:34,2,31.0,19.0,19.96,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:38,2,31.0,19.0,19.96,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:42,2,28.0,19.0,19.99,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:46,2,28.0,19.0,19.99,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:50,2,23.0,19.0,19.99,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:54,2,23.0,19.0,19.99,84.15,0.0,-7.166644,107.401367
2026-05-14 11:00:58,2,23.0,19.0,19.99,84.15,0.0,-7.166644,107.401367
2026-05-14 11:01:02,2,20.0,19.0,20.03,83.55,0.0,-7.166644,107.401367
2026-05-14 11:01:06,2,20.0,19.0,20.03,83.55,0.0,-7.166644,107.401367
2026-05-14 11:01:10,2,18.0,19.0,20.03,83.55,0.0,-7.166644,107.401367
2026-05-14 11:01:14,2,18.0,19.0,20.03,83.55,0.0,-7.166644,107.401367
2026-05-14 11:01:18,2,18.0,19.0,20.03,83.55,0.0,-7.166644,107.401367
2026-05-14 11:01:22,2,18.0,19.0,20.07,84.35,0.0,-7.166644,107.401367
2026-05-14 11:01:26,2,18.0,19.0,20.07,84.35,0.0,-7.166644,107.401367
2026-05-14 11:01:30,2,18.0,19.0,20.07,84.35,0.0,-7.166644,107.401367
2026-05-14 11:01:34,2,18.0,19.0,20.07,84.35,0.0,-7.166644,107.401367
2026-05-14 11:01:38,2,18.0,19.0,20.07,84.35,0.0,-7.166644,107.401367
2026-05-14 11:01:42,2,18.0,19.0,20.14,84.51,0.0,-7.166644,107.401367
2026-05-14 11:01:46,2,18.0,19.0,20.14,84.51,0.0,-7.166644,107.401367
2026-05-14 11:01:50,2,18.0,19.0,20.14,84.51,0.0,-7.166644,107.401367
2026-05-14 11:01:54,2,15.0,19.0,20.14,84.51,0.0,-7.166644,107.401367
2026-05-14 11:01:58,2,15.0,19.0,20.14,84.51,0.0,-7.166644,107.401367
2026-05-14 11:02:02,2,15.0,19.0,20.19,84.01,0.0,-7.166644,107.401367
